HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
1040400071,BASIC HEALTH SERVICE CENTER,BANSE,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1040400081,BASIC HEALTH SERVICE CENTER,CHHERMADING,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
1010600191,BASIC HEALTH SERVICE CENTER DANDAGAU TAPLEJUNG,Koshi Pradesh,Taplejung,Phungling Municipality,1,Local,Government,Local Government,Basic Health Service Centre
1121200071,DHOBIYARE BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Morang,Gramthan Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1130200071,COMMUNITY HEALTH UNIT,BARAHKSHETRA  MANDIR,Koshi Pradesh,Sunsari,Barahakshetra Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040400101,BASIC HEALTH SERVICE CENTER,SASNALU,Koshi Pradesh,Okhaldhunga,Khiji Demba Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1130200081,BASIC HEALTH SERVICE CENTER,BHANUCHOWK,Koshi Pradesh,Sunsari,Barahakshetra Municipality,3,Local,Government,Local Government,Basic Health Service Center
1130200091,BASIC HEALTH SERVICE CENTER,BARAHAKSHETRA,Koshi Pradesh,Sunsari,Barahakshetra Municipality,4,Local,Government,Local Government,Basic Health Service Center
1060100141,BASIC HEALTH SURVICE CENTER APTARI,Koshi Pradesh,Bhojpur,Shadananda Municipality,5,Local,Government,Local Government,Basic Health Service Center
1010600221,BASIC  HEALTH  SERVICE CENTER WARD NO.4 TAPLEJUNG,Koshi Pradesh,Taplejung,Phungling Municipality,4,Local,Government,Local Government,Basic Health Service Centre
1010600231,BASIC HEALTH  SERVICE  CENTER UKALIPANI TAPLEJUNG,Koshi Pradesh,Taplejung,Phungling Municipality,5,Local,Government,Local Government,Basic Health Service Centre
1100300241,BASIC HEALTH SERVICE CENTER,SAKHEJUNG,Koshi Pradesh,Ilam,Ilam Municipality,1,Local,Government,Local Government,Basic Health Service Center
1130200101,COMMUNITY HEALTH UNIT,SHREELANKA TAPPU,Koshi Pradesh,Sunsari,Barahakshetra Municipality,6,Local,Government,Local Government,Basic Health Service Center
1100300261,BASIC HEALTH SERVICE CENTER,AARUBOTE,Koshi Pradesh,Ilam,Ilam Municipality,5,Local,Government,Local Government,Basic Health Service Center
1100300271,BASIC HEALTH SERVICE CENTER,MALATE,Koshi Pradesh,Ilam,Ilam Municipality,4,Local,Government,Local Government,Basic Health Service Center
1120800121,BASIC HEALTH SERVICE CENTER,URLABARI-9,Koshi Pradesh,Morang,Urlabari Municipality,9,Local,Government,Local Government,Basic Health Service Center
1100300281,BASIC HEALTH SERVICE CENTER,PIPALBOTE,Koshi Pradesh,Ilam,Ilam Municipality,6,Local,Government,Local Government,Basic Health Service Center
1130200111,COMMUNITY HEALTH UNIT,SOMBARE,Koshi Pradesh,Sunsari,Barahakshetra Municipality,7,Local,Government,Local Government,Basic Health Service Center
1040500081,BADDANDA BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,5,Local,Government,Local Government,Basic Health Service Centre
1080600071,DANDANGE COMMUNITY HEALTH UNIT,Koshi Pradesh,Terhathum,Chhathar Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1040500091,HULAKCHAUR BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,2,Local,Government,Local Government,Basic Health Service Centre
1130200121,BASIC HEALTH SERVICE CENTER,SAINIK TOL,Koshi Pradesh,Sunsari,Barahakshetra Municipality,8,Local,Government,Local Government,Basic Health Service Center
1040500101,SAWANE CHAUTARA BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Okhaldhunga,Likhu Rural Municipality,7,Local,Government,Local Government,Basic Health Service Centre
1121700061,BASIC HEALTH SERVICE CENTRE-2 JAHADA,Koshi Pradesh,Morang,Jahada Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110500121,BASIC HEALTH SERVICE CENTER DHARAMPUR 3,Koshi Pradesh,Jhapa,Shivasatakshi Municipality,3,Local,Government,Local Government,Basic Health Service Center
1130200131,BASIC HEALTH SERVICE CENTRE,RAJABASH,Koshi Pradesh,Sunsari,Barahakshetra Municipality,9,Local,Government,Local Government,Basic Health Service Center
1080600101,PHAYAK COMMUNITY HEALHT UNIT,Koshi Pradesh,Terhathum,Chhathar Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110500141,BASIC HEALTH SERVICE CENTER SHIVASATAKSHI 7,Koshi Pradesh,Jhapa,Shivasatakshi Municipality,7,Local,Government,Local Government,Basic Health Service Center
1121700071,BASIC HEALTH SERVICE CENTRE -7 JAHADA,Koshi Pradesh,Morang,Jahada Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1110500151,BASIC HEALTH SERVICE CENTER JHILJHILE 8,Koshi Pradesh,Jhapa,Shivasatakshi Municipality,8,Local,Government,Local Government,Basic Health Service Center
1060100151,BASIC HEALTH SURVICE CENTER DEURALI,Koshi Pradesh,Bhojpur,Shadananda Municipality,12,Local,Government,Local Government,Basic Health Service Center
1111400181,BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Jhapa,Bhadrapur Municipality,10,Local,Government,,Basic Health Service Centre
1010600241,BASIC  HEALTH  CERVICE CENTER KHOLSAPARI TAPLEJUNG,Koshi Pradesh,Taplejung,Phungling Municipality,7,Local,Government,Local Government,Basic Health Service Centre
1130100121,BASIC HEALTH SERVICE CENTER AMARHAT,Koshi Pradesh,Sunsari,Dharan Sub-Metropolitan City,13,Local,Government,Local Government,Basic Health Service Center
1130100131,BASIC HEALTH SERVICE CENTER BIJAYAPUR,Koshi Pradesh,Sunsari,Dharan Sub-Metropolitan City,14,Local,Government,Local Government,Basic Health Service Center
1130100141,BASIC HEALTH SERVICE CENTER BHOTEPUL,Koshi Pradesh,Sunsari,Dharan Sub-Metropolitan City,8,Local,Government,Local Government,Basic Health Service Center
1130100151,BASIC HEALTH SERVICE CENTER GAIRIGAUN,Koshi Pradesh,Sunsari,Dharan Sub-Metropolitan City,11,Local,Government,Local Government,Basic Health Service Center
1130100161,BASIC HEALTH SERVICE CENTER PATHIBHARALINE,Koshi Pradesh,Sunsari,Dharan Sub-Metropolitan City,15,Local,Government,Local Government,Basic Health Service Center
1010600251,URBAN HEALTH CLINIC HITI TAPLEJUNG,Koshi Pradesh,Taplejung,Phungling Municipality,8,Local,Government,Local Government,Urban Health Center
1110800091,BASIC HEALTH SERVICE CENTER-2 HANSKHORA_JHAPA,Koshi Pradesh,Jhapa,Gauradaha Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110800101,BASIC HEALTH SERVICE CENTER-3 DHOBANIYA_JHAPA,Koshi Pradesh,Jhapa,Gauradaha Municipality,3,Local,Government,Local Government,Basic Health Service Center
1060100161,BESIC HEALTH SURVICE CENTER,KEUREPANI-7,Koshi Pradesh,Bhojpur,Shadananda Municipality,7,Local,Government,Local Government,Basic Health Service Center
1110800111,BASIC HEALTH SERVICE CENTER-4 MAJHUWA_JHAPA,Koshi Pradesh,Jhapa,Gauradaha Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110800121,BASIC HEALTH SERVICE CENTER-8JUROPANI_JHAPA,Koshi Pradesh,Jhapa,Gauradaha Municipality,8,Local,Government,Local Government,Basic Health Service Center
1120900111,BASIC HEALTH SERVICE CENTRE,RATUWAMAI -2,Koshi Pradesh,Morang,Ratuwamai Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110600031,BASIC HEALTH SERVICE CENTER KERKHA,Koshi Pradesh,Jhapa,Kamal Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1060100171,URBAN HEALTH CENTER,KUDAKKULE -2,Koshi Pradesh,Bhojpur,Shadananda Municipality,2,Local,Government,Local Government,Basic Health Service Center
1040200261,BIPALATE URBAN HEALTH CENTRE,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,5,Local,Government,Local Government,Basic Health Service Center
1040200271,KHODAMPA URBAN HEALTH CENTRE,Koshi Pradesh,Okhaldhunga,Siddhicharan Municipality,9,Local,Government,Local Government,Basic Health Service Center
1111300041,BASIC HEALTH SERVICE CENTER DHADUWA,Koshi Pradesh,Jhapa,Haldibari Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1120900121,BASIC HEALTH SERVICE CENTRE,RATUWAMAI -10,Koshi Pradesh,Morang,Ratuwamai Municipality,10,Local,Government,Local Government,Basic Health Service Center
1110600051,BASIC HEALTH SERVICE CENTER SOLMARI,Koshi Pradesh,Jhapa,Kamal Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1010100101,COMMUNITY  HEALTH UNIT,LINGKHIM,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1110600061,BASIC HEALTH SERVICE CENTER DANFE CHOK,Koshi Pradesh,Jhapa,Kamal Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1060400221,PALUWA BASIC HEALTH POST,Koshi Pradesh,Bhojpur,Bhojpur Municipality,6,Local,Government,Local Government,Basic Health Service Center
1110600071,BASIC HEALTH SERVICE CENTER PATHIBHARA CHOK,Koshi Pradesh,Jhapa,Kamal Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1010100111,COMMUNITY  HEALTH  UNIT,KHANI,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110600081,BASIC HEALTH SERVICE CENTER BARHAGHARE,Koshi Pradesh,Jhapa,Kamal Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1060400231,DUMSIKA BASIC HEALTH POST,Koshi Pradesh,Bhojpur,Bhojpur Municipality,8,Local,Government,Local Government,Basic Health Service Center
1111300051,BASIC HEALTH SERVICE CENTER KANCHANSHREE,Koshi Pradesh,Jhapa,Haldibari Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1060900091,BASAIGAUN BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Bhojpur,Aamchowk Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1010100121,COMMUNITY  HEALTH UNIT,HELLOK,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1010100131,COMMUNITY  HEALTH UNIT,MALBASE,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1010100141,COMMUNITY  HEALTH UNIT,MAMANKHE,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1010100151,COMMUNITY  HEALTH UNIT,MAILUNG,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1120300051,COMMUNITY HEALTH UNIT BIHIBARE,Koshi Pradesh,Morang,Kerabari Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1060900101,DINGLAPU BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Bhojpur,Aamchowk Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1120300061,URBAN HEALTH CENTER,RAMPUR,Koshi Pradesh,Morang,Kerabari Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1060900111,HAIKHARANG COMMUNITY HEALTH UNIT,Koshi Pradesh,Bhojpur,Aamchowk Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1010100161,COMMUNITY  HEALTH,GHUNSA,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1120300071,BASIC HEALTH SERVIC CENTER,CHIURIVANJANG,Koshi Pradesh,Morang,Kerabari Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1010100171,COMMUNITY  HEALTH UNIT,LUNTHUNG,Koshi Pradesh,Taplejung,Phaktanlung Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1120300081,BASIC HEALTH SERVIC CENTER,CHAMPAKHOLI,Koshi Pradesh,Morang,Kerabari Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1100700051,BASIC HEALTH SERVICE CENTER CHULACHULI 1 KAMAL,Koshi Pradesh,Ilam,Chulachuli Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1060600071,MANEDANDA BASIC HOSPITAL,Koshi Pradesh,Bhojpur,Pauwa Dunma Rural Municipality,4,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1100700061,BASIC HEALTH SERVICE CENTER CHULACHULI 4 AITABAREY,Koshi Pradesh,Ilam,Chulachuli Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1120300091,BASIC HEALTH SERVIC CENTER,MUGU,Koshi Pradesh,Morang,Kerabari Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1100700071,BASIC HEALTH SERVICE CENTER CHULACHULI 5 BUKUWA,Koshi Pradesh,Ilam,Chulachuli Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1100700081,BASIC HEALTH SERVICE CENTER CHULACHULI 5 SHIKHARKATERI,Koshi Pradesh,Ilam,Chulachuli Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1140200121,HADIYA URBAN HEALTH CENTER,Koshi Pradesh,Udayapur,Chaudandigadhi Municipality,10,Local,Government,Local Government,Basic Health Service Center
1120300101,BASIC HEALTH SERVIC CENTER,AAMJUNGI,Koshi Pradesh,Morang,Kerabari Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1120300121,BASIC HEALTH SERVIC CENTER,GHANGGHARU,Koshi Pradesh,Morang,Kerabari Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
1060300101,KOT BASIC HEALTH SERVIC CENTER 6,Koshi Pradesh,Bhojpur,Tyamke Maiyum Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1060800071,LUNGIN BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Bhojpur,Hatuwagadhi Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1060800081,SOYA BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Bhojpur,Hatuwagadhi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1010300091,THUNGTHAP,COMMUNITY  HEALTH UNIT,Koshi Pradesh,Taplejung,Meringden Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1060800091,PIPLE BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Bhojpur,Hatuwagadhi Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1130600201,BASIC HEALTH SERVICE CENTER ITAHARI 14,Koshi Pradesh,Sunsari,Itahari Sub-Metropolitan City,14,Local,Government,Local Government,Basic Health Service Center
1140300252,PRAYASH MAHILA SAMUHA,Koshi Pradesh,Udayapur,Triyuga Municipality,11,Local,Non-Government,Local Government,Health Clinic
1010300101,SARASUNG,COMMUNITY  HEALTH UNIT,Koshi Pradesh,Taplejung,Meringden Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1060800101,DITENI COMMUNITY HEALTH UNIT,Koshi Pradesh,Bhojpur,Hatuwagadhi Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1130600241,BASIC HEALTH SERVICE CENTER ITAHARI 3,Koshi Pradesh,Sunsari,Itahari Sub-Metropolitan City,3,Local,Government,Local Government,Basic Health Service Center
1140400081,MAJHAKHARK COMMUNITY HEALTH UNIT,Koshi Pradesh,Udayapur,Rautamai Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1060200071,COMMUNITY HEALTH UNIT,GURUNGGAUN,Koshi Pradesh,Bhojpur,Salpa Silichho Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1070100101,AANDRUNG BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Dhankuta,Mahalaxmi Municipality,7,Local,Government,Local Government,Basic Health Service Center
1140400091,CHISAPANI BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Udayapur,Rautamai Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1010400101,TELLABUNG HEALTH POST,Koshi Pradesh,Taplejung,Maiwakhola Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1060200081,COMMUNITY HEALTH UNIT,BAJRASINGH,Koshi Pradesh,Bhojpur,Salpa Silichho Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1140400101,PUWARE BHANJYANG BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Udayapur,Rautamai Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1070100111,NIGALE BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Dhankuta,Mahalaxmi Municipality,8,Local,Government,Local Government,Basic Health Service Center
1060200091,BASIC HEALTH SERVICE CENTER,BUMLING,Koshi Pradesh,Bhojpur,Salpa Silichho Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1070100121,PARIKHAPRANG BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Dhankuta,Mahalaxmi Municipality,1,Local,Government,Local Government,Basic Health Service Center
1070100131,SALGHARI BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Dhankuta,Mahalaxmi Municipality,5,Local,Government,Local Government,Basic Health Service Center
1140700131,GAUBARI BASIC HEALTH  CENTRE,Koshi Pradesh,Udayapur,Katari Municipality,11,Local,Government,Local Government,Basic Health Service Center
1140700141,BASIC HEALTH SERVICE CENTRE BELSOT,Koshi Pradesh,Udayapur,Katari Municipality,1,Local,Government,Local Government,Basic Health Service Center
1080600111,SAKHMA COMMUNITY HEALTH UNIT,Koshi Pradesh,Terhathum,Chhathar Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1060200101,BASIC HEALTH SERVICE CENTER,PHEDI,Koshi Pradesh,Bhojpur,Salpa Silichho Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1070200081,BASIC HEALTH CENTER-1 SANNE,Koshi Pradesh,Dhankuta,Pakhribas Municipality,1,Local,Government,Local Government,Basic Health Service Center
1010400141,SAMTUNG,COMMUNITY  HEALTH  UNIT,Koshi Pradesh,Taplejung,Maiwakhola Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1070200091,BASIC HEALTH CENTER-9 CHUNGMANG,Koshi Pradesh,Dhankuta,Pakhribas Municipality,9,Local,Government,Local Government,Basic Health Service Center
1080600121,BHORLE COMMUNITY HEALTH UNIT,Koshi Pradesh,Terhathum,Chhathar Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1070300051,BASIC HEALTH SERVICE CENTER CHAPAGAITOL,Koshi Pradesh,Dhankuta,Chhathar Jorpati Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1010700071,COMMUNITY  HEALTH UNIT,THECHAMBU,Koshi Pradesh,Taplejung,Pathibhara Yangwarak Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1070300061,BASIC HEALTH SERVICE CENTER JORPATI,Koshi Pradesh,Dhankuta,Chhathar Jorpati Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1010700081,COMMUNITY  HEALTH UNIT,THUMBEDIN,Koshi Pradesh,Taplejung,Pathibhara Yangwarak Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1140700151,SISNERI BASIC HEALTH CENTRE UDAYAPUR,Koshi Pradesh,Udayapur,Katari Municipality,1,Local,Government,Local Government,Basic Health Service Center
1070300071,COMMUNITY HEALTH UNIT PIPALDADA,Koshi Pradesh,Dhankuta,Chhathar Jorpati Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1070500081,HEMANGCHALLA  BASIC HEALTH SERVICE CENTER 5,Koshi Pradesh,Dhankuta,Sahidbhumi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1070500091,PANCHAKANYA BASIC HEALTH SERVICE CENTER-3,Koshi Pradesh,Dhankuta,Sahidbhumi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1010900081,MATTITAR  COMMUNITY  HEALTH UNIT,KALIKHOLA,Koshi Pradesh,Taplejung,Sidingba Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1120700071,BASIC HEALTH SERVICE CENTER-4,SIRISE DANDA,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,4,Local,Government,Local Government,Basic Health Service Center
1140700161,SUGHARE BASIC HEALTH CENTRE,Koshi Pradesh,Udayapur,Katari Municipality,6,Local,Government,Local Government,Basic Health Service Center
1060700091,BASIC HEALTH SERVICE CENTER KHOKSIK,Koshi Pradesh,Bhojpur,Ramprasad Rai Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1010900091,SABLAKHU  COMMUNITY  HEALTH UNIT,SABLAKHU,Koshi Pradesh,Taplejung,Sidingba Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110400051,BASIC HEALTH CARE CENTRE,SUKEDANGI.,Koshi Pradesh,Jhapa,Kankai Municipality,2,Local,Government,Local Government,Basic Health Service Center
1130900191,URBAN HEALTH CENTER,INARUWA-4,Koshi Pradesh,Sunsari,Inaruwa Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110300101,BASIC HEALTH SERVICE CENTRE (SAATIMURE),Koshi Pradesh,Jhapa,Arjundhara Municipality,2,Local,Government,Local Government,Basic Health Service Center
1130900201,BASIC HEALTH SERVICE CENTER,INARUWA-2,Koshi Pradesh,Sunsari,Inaruwa Municipality,2,Local,Government,Local Government,Basic Health Service Center
1111200251,BASIC HEALTH SERVICE CENTRE SAINIK BAZAAR,Koshi Pradesh,Jhapa,Birtamod Municipality,10,Local,Government,Local Government,Basic Health Service Center
1111200261,BASIC HEALTH SERVICE CENTER WARD 7 BIRTAMOD,Koshi Pradesh,Jhapa,Birtamod Municipality,7,Local,Government,Local Government,Basic Health Service Center
1111200271,BASIC HEALTH SERVICE CENTER WARD 9,Koshi Pradesh,Jhapa,Birtamod Municipality,9,Local,Government,Local Government,Basic Health Service Center
1110700161,BASIC HEALTH SERVICE CENTER,DAMAK 2,Koshi Pradesh,Jhapa,Damak Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110700171,BASIC HEALTH SERVICE CENTER,DAMAK 3,Koshi Pradesh,Jhapa,Damak Municipality,3,Local,Government,Local Government,Basic Health Service Center
1121500041,BASIC HEALTH SERVICE CENTRE,JAMTOKI,Koshi Pradesh,Morang,Katahari Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1110700181,BASIC HEALTH SERVICE CENTER,DAMAK 4,Koshi Pradesh,Jhapa,Damak Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110700191,BASIC HEALTH SERVICE CENTER,DAMAK 6,Koshi Pradesh,Jhapa,Damak Municipality,6,Local,Government,Local Government,Basic Health Service Center
1110700201,BASIC HEALTH SERVICE CENTER,DAMAK 7,Koshi Pradesh,Jhapa,Damak Municipality,7,Local,Government,Local Government,Basic Health Service Center
1121500051,BASIC HEALTH SERVICE CENTER,NAHARTOLE,Koshi Pradesh,Morang,Katahari Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110100141,BASIC HEALTH SERVICE CENTER MECHINAGAR 12,Koshi Pradesh,Jhapa,Mechinagar Municipality,12,Local,Government,Local Government,Basic Health Service Center
1121500061,BASIC HEALTH SERVICE CENTER,NAYABAZAR,Koshi Pradesh,Morang,Katahari Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110100151,BASIC HEALTH SERVICE CENTER MECHINAGAR 13,Koshi Pradesh,Jhapa,Mechinagar Municipality,13,Local,Government,Local Government,Basic Health Service Center
1110100161,BASIC HEALTH SERVICE CENTER  MECHINAGAR 2,Koshi Pradesh,Jhapa,Mechinagar Municipality,2,Local,Government,Local Government,Basic Health Service Center
1130900211,BASIC HEALTH SERVICE CENTER,INARUWA-3,Koshi Pradesh,Sunsari,Inaruwa Municipality,3,Local,Government,Local Government,Basic Health Service Center
1110100171,BASIC HEALTH SERVICE CENTER  MECHINAGAR -3,Koshi Pradesh,Jhapa,Mechinagar Municipality,3,Local,Government,Local Government,Basic Health Service Center
1121500071,BASIC HEALTH  SERVICE CENTER,JUNGLE TOLE,Koshi Pradesh,Morang,Katahari Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1110100191,BASIC HEALTH SERVICE CENTER GOMANSARI  MECHINAGAR-7,Koshi Pradesh,Jhapa,Mechinagar Municipality,7,Local,Government,Local Government,Basic Health Service Center
1110100211,BASIC HEALTH SERVICE CENTER SALGHARI  MECHINAGAR 8,Koshi Pradesh,Jhapa,Mechinagar Municipality,8,Local,Government,Local Government,Basic Health Service Center
1121500081,BASIC HEALTH SERVICE CENTER,MANDIR TOLE,Koshi Pradesh,Morang,Katahari Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
1110300111,BASIC HEALTH SERVICE CENTER ( KALISTHAN),Koshi Pradesh,Jhapa,Arjundhara Municipality,10,Local,Government,Local Government,Basic Health Service Center
1130900221,BASIC HEALTH SERVICE CENTER,INARUWA-5,Koshi Pradesh,Sunsari,Inaruwa Municipality,5,Local,Government,Local Government,Basic Health Service Center
1110300121,BASIC HEALTH SERVICE CENTER (SALBADI),Koshi Pradesh,Jhapa,Arjundhara Municipality,11,Local,Government,Local Government,Basic Health Service Center
1110300141,BASIC HEALTH SERVICE CENTER (HATIKILLA),Koshi Pradesh,Jhapa,Arjundhara Municipality,8,Local,Government,Local Government,Basic Health Service Center
1110300151,BASIC HEALTH SERVICE CENTER(GAMASTA),Koshi Pradesh,Jhapa,Arjundhara Municipality,6,Local,Government,Local Government,Basic Health Service Center
1110300161,BASIC HEALTH SERVICE CENTER (WARD 7),Koshi Pradesh,Jhapa,Arjundhara Municipality,7,Local,Government,Local Government,Basic Health Service Center
1130900231,BASIC HEALTH SERVICE CENTER,INARUWA-8,Koshi Pradesh,Sunsari,Inaruwa Municipality,8,Local,Government,Local Government,Basic Health Service Center
1111500071,BASIC HEALTH SERVICE CENTER,GAIRIGAU,Koshi Pradesh,Jhapa,Kachanakawal Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1111500081,BASIC HEALTH SERVICE CENTER,PINDALBARI,Koshi Pradesh,Jhapa,Kachanakawal Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1131200051,NAGESHWOR KANTI HEALTH POST,Koshi Pradesh,Sunsari,Barju Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1111400251,COMMUNITY HEALTH UNIT,Koshi Pradesh,Jhapa,Bhadrapur Municipality,3,Local,Government,,Community Health Unit
1110200051,BASIC HEALTH SERVICE CENTER,SANTPUR,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1110600091,COMMUNITY HEALTH UNIT SIMLE,Koshi Pradesh,Jhapa,Kamal Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1110200071,BASIC HEALTH SERVICE CENTER,AIYABARI,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1110200081,BASIC HEALTH SERVICE CENTER,HOKSE,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1130600252,VEDANTA HOSPITAL,Koshi Pradesh,Sunsari,Itahari Sub-Metropolitan City,4,,Non-Government,Private Enterprise,General Hospital
1110200091,COMMUNITY HEALTH UNIT JAYAPUR,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110200101,BASIC HEALTH SERVICE CENTER,SUNMAI,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
